transaction_id,customer_id,amount,payment_method,customer_type,subscription_type,payment_status,failure_reason,retry_count,previous_success_rate,days_since_last_payment,checkout_completed,customer_tenure_days,recovered
TX002628,C00014,209.73,UPI,new,one_time,success,none,0,0.51,91,1,882,0
TX002629,C01850,533.26,NETBANKING,returning,one_time,success,none,0,0.62,333,1,623,0
TX002630,C00116,558.98,UPI,returning,monthly,success,none,0,0.83,73,1,1067,0
TX002631,C02808,546.87,UPI,new,one_time,failed,bank_timeout,1,0.83,31,1,544,0
TX002632,C02042,2625.57,UPI,returning,one_time,failed,bank_timeout,2,0.81,310,1,1451,0
TX002633,C02741,367.88,UPI,returning,monthly,success,none,0,0.6,38,1,1098,0
TX002634,C01689,1437.82,UPI,new,monthly,success,none,0,0.76,341,1,1378,0
TX002635,C00250,1264.54,UPI,new,one_time,success,none,0,0.75,74,0,1262,0
TX002636,C00080,2602.97,UPI,returning,monthly,success,none,0,0.67,247,1,1117,0
TX002637,C01007,972.8,UPI,returning,one_time,failed,insufficient_funds,0,0.64,121,1,725,0
TX002638,C02231,2235.05,NETBANKING,returning,one_time,success,none,0,0.83,312,1,575,0
TX002639,C00454,939.18,CARD,new,one_time,success,none,0,0.55,97,1,801,0
TX002640,C02557,1621.25,NETBANKING,new,yearly,success,none,0,0.73,175,1,565,0
TX002641,C00719,283.54,UPI,returning,monthly,success,none,0,0.65,236,1,910,0
TX002642,C01490,102.06,UPI,returning,one_time,success,none,0,0.54,50,1,1014,0
TX002643,C00610,1540.39,UPI,returning,one_time,failed,insufficient_funds,3,0.65,144,1,540,0
TX002644,C01398,1616.57,WALLET,returning,one_time,success,none,0,0.68,269,1,557,0
TX002645,C01357,1682.36,UPI,returning,monthly,failed,insufficient_funds,2,0.72,363,1,901,0
TX002646,C00017,683.73,UPI,returning,monthly,success,none,0,0.8,322,1,1120,0
TX002647,C01704,4191.23,NETBANKING,returning,one_time,failed,insufficient_funds,2,0.81,356,0,157,0
TX002648,C02360,724.96,NETBANKING,returning,yearly,success,none,0,0.79,316,0,1400,0
TX002649,C02809,1601.65,UPI,new,one_time,success,none,0,0.8,267,1,1434,0
TX002650,C00993,1872.77,CARD,returning,one_time,success,none,0,0.45,75,1,914,0
TX002651,C02642,5150.59,UPI,new,one_time,success,none,0,0.68,64,1,1015,0
TX002652,C02637,824.41,UPI,returning,one_time,failed,card_declined,0,0.34,350,1,986,0
TX002653,C02966,609.19,UPI,returning,monthly,failed,network_error,1,0.8,45,1,1272,1
TX002654,C01120,284.77,WALLET,returning,monthly,success,none,0,0.85,161,1,1021,0
TX002655,C02553,4434.32,UPI,returning,monthly,success,none,0,0.59,65,1,1151,0
TX002656,C01696,1602.42,CARD,returning,one_time,success,none,0,0.88,180,1,920,0
TX002657,C00175,1648.72,UPI,new,one_time,failed,card_declined,3,0.81,121,1,508,0
TX002658,C00812,18124.75,CARD,returning,one_time,success,none,0,0.89,181,1,770,0
TX002659,C02017,1469.3,CARD,returning,monthly,success,none,0,0.72,310,1,223,0
TX002660,C00482,339.65,CARD,returning,one_time,success,none,0,0.95,82,0,1208,0
TX002661,C01305,919.37,NETBANKING,new,one_time,failed,insufficient_funds,2,0.61,349,1,433,0
TX002662,C02325,456.09,CARD,returning,yearly,success,none,0,0.82,179,1,133,0
TX002663,C00450,767.95,CARD,returning,monthly,success,none,0,0.66,133,1,1075,0
TX002664,C01490,763.31,UPI,returning,one_time,failed,bank_timeout,3,0.78,211,1,1065,0
TX002665,C00645,646.57,WALLET,returning,monthly,success,none,0,0.24,292,1,1097,0
TX002666,C01610,312.95,UPI,returning,one_time,success,none,0,0.91,341,1,276,0
TX002667,C00723,4597.42,UPI,returning,monthly,success,none,0,0.63,79,1,1157,0
TX002668,C02897,1435.06,UPI,returning,yearly,success,none,0,0.63,350,1,1193,0
TX002669,C00231,895.23,UPI,new,one_time,success,none,0,0.92,241,1,873,0
TX002670,C02891,2168.68,CARD,returning,yearly,success,none,0,0.67,82,0,922,0
TX002671,C02376,1675.66,UPI,new,one_time,success,none,0,0.6,37,1,183,0
TX002672,C02567,1405.46,UPI,new,one_time,success,none,0,0.93,51,0,615,0
TX002673,C02555,2031.44,NETBANKING,returning,monthly,failed,expired_card,3,0.56,32,1,1228,0
TX002674,C00563,1237.12,NETBANKING,returning,monthly,failed,card_declined,0,0.6,77,1,635,1
TX002675,C02794,2004.6,UPI,returning,one_time,failed,bank_timeout,0,0.64,285,1,1284,0
TX002676,C01783,2159.87,WALLET,returning,one_time,success,none,0,0.86,113,1,335,0
TX002677,C02887,1269.59,UPI,new,one_time,success,none,0,0.82,125,1,478,0
TX002678,C02635,899.33,UPI,new,one_time,failed,insufficient_funds,0,0.89,197,1,519,0
TX002679,C01739,4347.51,NETBANKING,new,one_time,success,none,0,0.97,73,1,874,0
TX002680,C01124,713.29,CARD,returning,one_time,failed,insufficient_funds,1,0.8,165,1,237,0
TX002681,C00352,1559.6,CARD,returning,yearly,failed,expired_card,2,0.74,141,1,102,0
TX002682,C00304,1591.64,UPI,returning,monthly,failed,network_error,0,0.63,4,1,504,1
TX002683,C01170,633.59,UPI,new,yearly,failed,network_error,0,0.87,303,0,281,0
TX002684,C02433,530.04,UPI,new,one_time,success,none,0,0.93,18,1,694,0
TX002685,C01517,797.54,WALLET,new,one_time,failed,bank_timeout,0,0.96,275,1,43,0
TX002686,C01446,704.16,UPI,returning,monthly,success,none,0,0.84,266,0,335,0
TX002687,C00734,295.21,UPI,new,monthly,failed,network_error,0,0.78,136,0,389,1
TX002688,C01694,610.12,UPI,new,monthly,success,none,0,0.81,300,1,12,0
TX002689,C01915,1393.54,CARD,returning,one_time,success,none,0,0.66,196,1,720,0
TX002690,C02947,3426.69,UPI,new,monthly,failed,card_declined,0,0.71,287,1,1222,0
TX002691,C02189,1806.15,CARD,returning,monthly,success,none,0,0.9,290,1,1452,0
TX002692,C01822,105.68,UPI,returning,one_time,success,none,0,0.44,2,1,1202,0
TX002693,C02731,1953.1,UPI,new,monthly,success,none,0,0.61,246,1,1221,0
TX002694,C01275,663.59,UPI,new,one_time,success,none,0,0.83,169,1,1361,0
TX002695,C02805,1648.75,UPI,new,one_time,success,none,0,0.63,54,1,560,0
TX002696,C01110,1082.77,CARD,new,yearly,failed,network_error,3,0.67,341,1,241,0
TX002697,C00384,922.03,NETBANKING,returning,monthly,success,none,0,0.79,122,1,1370,0
TX002698,C01253,1000.23,UPI,returning,one_time,failed,expired_card,2,0.75,362,0,196,0
TX002699,C00387,1074.72,UPI,returning,one_time,success,none,0,0.73,200,1,981,0
TX002700,C00356,3677.41,UPI,returning,one_time,success,none,0,0.74,357,1,335,0
TX002701,C02644,1077.4,NETBANKING,new,yearly,success,none,0,0.72,242,1,994,0
TX002702,C02385,2913.13,WALLET,returning,monthly,failed,expired_card,0,0.78,320,1,110,1
TX002703,C00664,2555.28,CARD,new,monthly,success,none,0,0.77,34,1,762,0
TX002704,C02514,1998.88,UPI,returning,yearly,success,none,0,0.74,233,1,967,0
TX002705,C00207,219.65,UPI,returning,one_time,success,none,0,0.84,270,1,1264,0
TX002706,C00854,2995.81,WALLET,new,yearly,failed,card_declined,0,0.77,319,1,1009,0
TX002707,C02119,726.25,UPI,returning,monthly,success,none,0,0.73,358,1,825,0
TX002708,C00912,2088.4,CARD,new,monthly,success,none,0,0.74,332,0,399,0
TX002709,C02192,457.02,NETBANKING,new,yearly,success,none,0,0.97,189,1,1257,0
TX002710,C02624,377.45,CARD,new,monthly,success,none,0,0.91,211,1,1063,0
TX002711,C00199,6494.75,CARD,new,one_time,success,none,0,0.82,362,1,547,0
TX002712,C00072,463.46,UPI,new,one_time,success,none,0,0.84,49,1,423,0
TX002713,C02821,3076.34,NETBANKING,returning,one_time,failed,insufficient_funds,0,0.72,165,1,288,0
TX002714,C01562,1219.97,UPI,new,one_time,success,none,0,0.78,64,1,1155,0
TX002715,C01520,751.37,NETBANKING,returning,one_time,success,none,0,0.25,206,1,1344,0
TX002716,C01392,1053.27,UPI,new,monthly,success,none,0,0.53,250,1,462,0
TX002717,C01301,340.02,CARD,new,one_time,success,none,0,0.42,11,1,290,0
TX002718,C02071,1083.14,NETBANKING,new,yearly,failed,network_error,0,0.79,232,1,653,0
TX002719,C01740,413.86,CARD,new,one_time,success,none,0,0.94,322,1,1202,0
TX002720,C00491,768.24,UPI,new,one_time,failed,network_error,0,0.79,153,0,1321,0
TX002721,C01880,2521.9,UPI,new,one_time,failed,card_declined,0,0.96,336,0,1462,0
TX002722,C02005,1378.53,NETBANKING,new,yearly,failed,network_error,0,0.95,41,1,1142,1
TX002723,C00341,288.89,CARD,returning,one_time,success,none,0,0.55,17,1,890,0
TX002724,C01131,2359.82,UPI,returning,one_time,success,none,0,0.84,81,1,222,0
TX002725,C02372,1089.65,NETBANKING,new,one_time,success,none,0,0.88,328,0,1250,0
TX002726,C01857,673.19,NETBANKING,returning,one_time,success,none,0,0.64,364,1,568,0
TX002727,C00410,2147.39,NETBANKING,returning,yearly,success,none,0,0.7,70,1,352,0
TX002728,C00121,943.42,CARD,returning,monthly,failed,expired_card,2,0.83,4,1,428,0
TX002729,C01744,384.1,WALLET,returning,one_time,failed,insufficient_funds,0,0.42,251,1,730,0
TX002730,C01386,5785.03,NETBANKING,returning,one_time,success,none,0,0.83,303,1,657,0
TX002731,C02884,1079.7,UPI,returning,one_time,success,none,0,0.71,143,1,1458,0
TX002732,C01567,1019.18,WALLET,new,monthly,success,none,0,0.73,224,1,354,0
TX002733,C02795,761.59,UPI,returning,one_time,failed,card_declined,2,0.65,315,0,627,0
TX002734,C00643,3171.53,NETBANKING,returning,monthly,success,none,0,0.8,16,0,62,0
TX002735,C01343,683.76,CARD,returning,one_time,success,none,0,0.83,320,1,303,0
TX002736,C00419,273.01,CARD,returning,one_time,success,none,0,0.82,155,1,1400,0
TX002737,C01723,595.37,UPI,returning,monthly,success,none,0,0.6,337,1,1472,0
TX002738,C00566,3619.52,UPI,returning,monthly,success,none,0,0.51,297,1,1424,0
TX002739,C01477,2319.06,UPI,returning,monthly,success,none,0,0.81,53,1,149,0
TX002740,C01033,871.74,CARD,returning,monthly,failed,card_declined,3,0.71,225,1,516,0
TX002741,C00558,3774.15,NETBANKING,returning,monthly,success,none,0,0.79,102,1,1454,0
TX002742,C00291,2149.84,UPI,returning,yearly,success,none,0,0.87,337,1,774,0
TX002743,C01537,862.7,UPI,returning,one_time,success,none,0,0.3,351,1,645,0
TX002744,C02842,944.52,CARD,new,yearly,success,none,0,0.72,351,1,937,0
TX002745,C00597,1474.96,UPI,returning,monthly,failed,card_declined,1,0.63,95,1,1040,0
TX002746,C01215,518.69,UPI,returning,monthly,success,none,0,0.72,302,1,331,0
TX002747,C00674,1101.09,UPI,returning,monthly,success,none,0,0.71,40,0,1133,0
TX002748,C02427,1447.6,CARD,new,one_time,success,none,0,0.81,265,1,1230,0
TX002749,C01245,240.26,CARD,new,monthly,success,none,0,0.87,41,1,710,0
TX002750,C02924,924.83,NETBANKING,new,monthly,success,none,0,0.56,40,1,370,0
TX002751,C00736,834.85,UPI,new,yearly,success,none,0,0.8,342,1,1229,0
TX002752,C00243,2766.29,UPI,returning,one_time,failed,insufficient_funds,1,0.68,279,1,484,0
TX002753,C01748,208.5,CARD,returning,yearly,failed,network_error,0,0.34,21,0,926,1
TX002754,C01956,777.94,WALLET,returning,one_time,failed,card_declined,0,0.93,232,1,200,1
TX002755,C02973,710.82,UPI,returning,yearly,success,none,0,0.57,284,1,1450,0
TX002756,C02615,2602.07,NETBANKING,returning,monthly,success,none,0,0.77,139,1,231,0
TX002757,C02653,1054.49,CARD,returning,monthly,failed,insufficient_funds,1,0.54,294,1,1297,0
TX002758,C01903,5521.94,NETBANKING,returning,monthly,success,none,0,0.75,287,0,888,0
TX002759,C01080,1990.2,UPI,returning,yearly,success,none,0,0.59,121,1,608,0
TX002760,C01288,758.09,UPI,returning,one_time,success,none,0,0.97,162,1,1459,0
TX002761,C00402,1360.62,UPI,returning,one_time,failed,bank_timeout,2,0.81,118,1,437,1
TX002762,C01294,797.39,CARD,new,yearly,success,none,0,0.61,256,0,111,0
TX002763,C01094,2376.67,NETBANKING,returning,one_time,success,none,0,0.75,302,0,1135,0
TX002764,C00108,330.64,UPI,returning,monthly,failed,insufficient_funds,0,0.85,259,1,211,0
TX002765,C00614,522.53,UPI,new,monthly,failed,network_error,0,0.83,144,1,113,1
TX002766,C01604,1652.63,UPI,returning,monthly,success,none,0,0.64,278,1,657,0
TX002767,C01109,3304.96,CARD,returning,yearly,success,none,0,0.66,332,0,1175,0
TX002768,C02981,151.14,NETBANKING,returning,one_time,success,none,0,0.76,127,1,854,0
TX002769,C01436,3778.28,UPI,new,monthly,failed,bank_timeout,3,0.51,331,1,1463,0
TX002770,C02877,966.69,CARD,new,monthly,success,none,0,0.84,68,1,516,0
TX002771,C01983,201.24,UPI,returning,monthly,success,none,0,0.87,328,1,286,0
TX002772,C00122,100.0,NETBANKING,returning,one_time,success,none,0,0.9,265,1,158,0
TX002773,C00611,276.87,NETBANKING,returning,one_time,failed,card_declined,1,0.65,215,1,79,0
TX002774,C02118,1077.36,UPI,new,monthly,failed,bank_timeout,1,0.94,145,1,1313,1
TX002775,C01636,1033.48,CARD,new,one_time,success,none,0,0.46,271,1,470,0
TX002776,C00906,1938.91,NETBANKING,new,monthly,success,none,0,0.74,355,1,924,0
TX002777,C01567,668.78,NETBANKING,returning,one_time,success,none,0,0.66,320,1,936,0
TX002778,C02709,404.55,CARD,returning,yearly,success,none,0,0.93,363,1,1343,0
TX002779,C01167,756.14,UPI,new,yearly,success,none,0,0.78,361,1,704,0
TX002780,C00136,1130.31,CARD,returning,monthly,success,none,0,0.73,344,1,925,0
TX002781,C00933,1349.78,CARD,returning,yearly,failed,network_error,1,0.68,206,1,315,0
TX002782,C02808,539.02,UPI,returning,yearly,success,none,0,0.58,172,1,647,0
TX002783,C02286,2468.34,WALLET,new,monthly,failed,bank_timeout,1,0.73,145,1,253,1
TX002784,C02513,626.87,UPI,returning,monthly,success,none,0,0.77,345,1,716,0
TX002785,C02735,501.32,NETBANKING,returning,one_time,success,none,0,0.35,145,1,454,0
TX002786,C00353,673.07,UPI,new,monthly,success,none,0,0.82,14,1,882,0
TX002787,C00849,2885.22,UPI,new,monthly,failed,bank_timeout,1,0.46,72,1,1454,0
TX002788,C00180,973.1,UPI,returning,monthly,failed,bank_timeout,0,0.86,236,0,124,0
TX002789,C00015,586.95,CARD,new,monthly,success,none,0,0.59,215,1,1455,0
TX002790,C02505,2523.74,NETBANKING,returning,one_time,success,none,0,0.6,356,1,412,0
TX002791,C02811,7543.74,UPI,returning,monthly,success,none,0,0.53,352,1,262,0
TX002792,C00468,1324.4,UPI,new,yearly,failed,insufficient_funds,0,0.67,5,1,1307,1
TX002793,C02167,3329.1,NETBANKING,returning,one_time,success,none,0,0.57,298,1,182,0
TX002794,C01605,2786.3,CARD,returning,one_time,success,none,0,0.85,278,1,1498,0
TX002795,C00208,635.83,UPI,returning,yearly,success,none,0,0.95,309,1,906,0
TX002796,C02748,1123.24,NETBANKING,new,one_time,failed,card_declined,2,0.79,217,1,814,0
TX002797,C02614,345.75,UPI,returning,monthly,success,none,0,0.58,232,0,116,0
TX002798,C01703,911.92,UPI,returning,monthly,failed,network_error,1,0.83,25,1,973,0
TX002799,C02124,624.17,UPI,new,monthly,success,none,0,0.65,194,1,888,0
TX002800,C01192,763.11,CARD,returning,one_time,success,none,0,0.86,77,1,1158,0
TX002801,C02379,558.41,UPI,returning,one_time,success,none,0,0.76,76,1,1338,0
TX002802,C01336,846.93,NETBANKING,returning,monthly,success,none,0,0.83,50,1,1397,0
TX002803,C02968,1770.49,UPI,new,one_time,success,none,0,0.9,191,0,1124,0
TX002804,C00190,984.82,WALLET,new,monthly,success,none,0,0.72,271,1,15,0
TX002805,C00517,204.81,UPI,returning,yearly,failed,insufficient_funds,1,0.48,33,0,1144,0
TX002806,C02907,560.31,UPI,returning,monthly,success,none,0,0.71,285,1,1048,0
TX002807,C00867,279.37,UPI,new,one_time,success,none,0,0.83,352,1,1356,0
TX002808,C00932,1366.02,UPI,new,monthly,success,none,0,0.69,355,1,828,0
TX002809,C02374,1725.01,UPI,returning,one_time,failed,network_error,3,0.82,247,1,659,0
TX002810,C00569,1381.46,NETBANKING,returning,monthly,failed,insufficient_funds,0,0.74,282,0,243,0
TX002811,C01541,539.87,NETBANKING,new,one_time,success,none,0,0.82,20,1,816,0
TX002812,C00859,1369.46,CARD,returning,yearly,failed,insufficient_funds,3,0.55,285,1,1382,0
TX002813,C00594,718.31,UPI,returning,monthly,success,none,0,0.91,225,1,202,0
TX002814,C02894,393.7,NETBANKING,new,one_time,failed,insufficient_funds,0,0.88,160,0,1013,0
TX002815,C00600,2138.24,UPI,new,one_time,success,none,0,0.95,310,1,768,0
TX002816,C00283,2289.81,CARD,returning,monthly,success,none,0,0.82,57,1,568,0
TX002817,C02022,2576.03,CARD,returning,yearly,success,none,0,0.87,257,1,524,0
TX002818,C02602,634.28,UPI,new,one_time,success,none,0,0.69,155,1,44,0
TX002819,C00383,3169.81,UPI,returning,monthly,success,none,0,0.69,299,1,490,0
TX002820,C02124,703.29,NETBANKING,returning,one_time,success,none,0,0.77,39,1,805,0
TX002821,C01623,1974.66,UPI,returning,yearly,success,none,0,0.72,58,1,882,0
TX002822,C02491,692.41,CARD,returning,monthly,success,none,0,0.66,309,0,1273,0
TX002823,C00381,896.43,WALLET,returning,monthly,failed,bank_timeout,0,0.65,224,1,1363,1
TX002824,C02928,124.08,UPI,returning,one_time,failed,bank_timeout,0,0.47,162,1,1286,0
TX002825,C01858,835.71,UPI,new,yearly,failed,network_error,1,0.77,263,1,467,0
TX002826,C02527,1190.32,UPI,returning,monthly,failed,card_declined,1,0.85,290,1,1460,0
TX002827,C01086,758.21,NETBANKING,returning,one_time,success,none,0,0.71,181,1,621,0
TX002828,C02831,5327.14,UPI,returning,monthly,success,none,0,0.69,347,1,291,0
TX002829,C01880,385.21,UPI,new,one_time,failed,network_error,3,0.74,324,1,15,0
TX002830,C00381,660.35,UPI,returning,monthly,success,none,0,0.92,129,1,1223,0
TX002831,C02769,485.71,WALLET,returning,monthly,success,none,0,0.56,174,0,968,0
TX002832,C02388,660.24,NETBANKING,new,monthly,failed,insufficient_funds,0,0.95,76,1,1179,0
TX002833,C00901,2774.63,CARD,returning,one_time,failed,expired_card,0,0.52,76,1,241,0
TX002834,C01638,4147.37,WALLET,returning,yearly,success,none,0,0.82,90,0,1166,0
TX002835,C01165,583.64,CARD,returning,yearly,success,none,0,0.72,9,1,805,0
TX002836,C01631,572.09,WALLET,returning,monthly,failed,expired_card,0,0.7,271,1,566,0
TX002837,C02897,387.06,UPI,returning,monthly,success,none,0,0.54,44,1,835,0
TX002838,C02697,3553.39,UPI,new,one_time,failed,network_error,0,0.86,88,0,825,0
TX002839,C00647,3007.62,NETBANKING,returning,one_time,failed,network_error,0,0.86,154,1,1119,0
TX002840,C02916,996.87,UPI,returning,yearly,success,none,0,0.6,122,0,1103,0
TX002841,C01314,312.16,UPI,new,monthly,success,none,0,0.89,291,0,164,0
TX002842,C02115,338.32,CARD,returning,one_time,success,none,0,0.71,223,0,104,0
TX002843,C02293,1278.66,CARD,returning,monthly,failed,expired_card,0,0.84,31,1,681,0
TX002844,C01449,1797.95,UPI,returning,one_time,success,none,0,0.72,163,0,909,0
TX002845,C01370,170.8,UPI,returning,one_time,success,none,0,0.55,272,1,1358,0
TX002846,C01370,821.24,UPI,returning,yearly,success,none,0,0.32,78,1,1018,0
TX002847,C02588,4705.4,UPI,returning,one_time,success,none,0,0.83,46,1,968,0
TX002848,C01160,901.66,UPI,returning,one_time,failed,insufficient_funds,0,0.48,176,0,744,0
TX002849,C00840,4190.91,UPI,new,monthly,success,none,0,0.76,173,1,239,0
TX002850,C01085,1966.76,CARD,returning,one_time,success,none,0,0.73,162,1,1338,0
TX002851,C00585,413.29,UPI,returning,one_time,success,none,0,0.75,230,0,262,0
TX002852,C01175,842.69,UPI,returning,monthly,success,none,0,0.75,239,1,1250,0
TX002853,C00343,976.7,CARD,returning,one_time,failed,insufficient_funds,2,0.71,127,1,716,0
TX002854,C00270,465.33,UPI,returning,one_time,success,none,0,0.79,148,0,1353,0
TX002855,C02172,458.11,UPI,new,monthly,success,none,0,0.61,308,0,184,0
TX002856,C00233,4256.03,UPI,new,yearly,success,none,0,0.94,295,1,1209,0
TX002857,C01705,455.04,CARD,new,yearly,success,none,0,0.87,62,1,493,0
TX002858,C02340,2894.57,UPI,returning,one_time,success,none,0,0.55,86,1,1018,0
TX002859,C02174,740.38,UPI,new,monthly,failed,network_error,0,0.58,213,1,605,1
TX002860,C01339,1071.62,CARD,returning,monthly,success,none,0,0.78,184,1,1444,0
TX002861,C00581,1818.3,NETBANKING,returning,one_time,failed,bank_timeout,1,0.77,226,1,1261,0
TX002862,C02793,639.89,CARD,new,one_time,success,none,0,0.63,292,1,486,0
TX002863,C02506,1828.25,NETBANKING,returning,monthly,success,none,0,0.86,131,1,543,0
TX002864,C01837,173.85,CARD,new,one_time,success,none,0,0.91,98,1,1462,0
TX002865,C00261,1629.02,UPI,returning,yearly,success,none,0,0.86,1,1,284,0
TX002866,C00106,118.9,UPI,new,one_time,success,none,0,0.73,87,1,405,0
TX002867,C00946,894.12,UPI,new,one_time,success,none,0,0.68,352,1,1429,0
TX002868,C00473,2365.68,UPI,new,yearly,failed,bank_timeout,0,0.72,209,0,290,0
TX002869,C02582,1919.97,UPI,returning,yearly,success,none,0,0.92,319,1,609,0
TX002870,C00618,340.85,UPI,new,one_time,success,none,0,0.83,197,1,1309,0
TX002871,C00848,382.72,CARD,returning,monthly,success,none,0,0.55,341,1,282,0
TX002872,C02928,590.04,CARD,returning,monthly,success,none,0,0.81,347,1,1292,0
TX002873,C02455,1296.72,UPI,returning,one_time,success,none,0,0.81,120,1,1429,0
TX002874,C00657,176.14,UPI,new,monthly,success,none,0,0.6,294,1,369,0
TX002875,C01151,1083.66,UPI,returning,monthly,success,none,0,0.92,46,1,1209,0
TX002876,C01548,1451.4,UPI,new,one_time,success,none,0,0.84,112,1,550,0
TX002877,C01993,850.03,UPI,returning,yearly,failed,insufficient_funds,1,0.79,156,1,825,0
TX002878,C02809,1759.51,UPI,returning,yearly,failed,network_error,0,0.67,52,1,213,0
TX002879,C02614,1341.24,UPI,returning,monthly,success,none,0,0.74,21,1,935,0
TX002880,C02932,673.52,WALLET,new,one_time,success,none,0,0.61,92,1,292,0
TX002881,C00122,191.99,UPI,returning,yearly,failed,insufficient_funds,1,0.87,122,1,1048,0
TX002882,C00710,1236.54,CARD,returning,monthly,success,none,0,0.82,148,1,542,0
TX002883,C01690,465.09,UPI,new,one_time,success,none,0,0.87,208,1,1328,0
TX002884,C00148,651.64,UPI,returning,monthly,success,none,0,0.75,33,1,241,0
TX002885,C01067,1687.85,UPI,new,monthly,failed,expired_card,0,0.84,241,1,639,0
TX002886,C00461,3926.88,WALLET,returning,one_time,failed,expired_card,0,0.82,98,1,216,0
TX002887,C02799,1059.71,UPI,returning,one_time,failed,bank_timeout,0,0.78,298,1,59,0
TX002888,C00190,1805.62,UPI,new,yearly,success,none,0,0.8,293,1,502,0
TX002889,C00446,298.86,WALLET,new,yearly,failed,expired_card,0,0.73,218,1,1444,1
TX002890,C00586,1367.82,UPI,returning,one_time,success,none,0,0.59,211,1,1201,0
TX002891,C00446,1039.07,UPI,returning,one_time,success,none,0,0.64,136,1,1142,0
TX002892,C01706,3315.3,CARD,new,one_time,success,none,0,0.87,15,1,1313,0
TX002893,C01094,674.24,UPI,new,monthly,success,none,0,0.58,216,0,290,0
TX002894,C02738,882.29,WALLET,returning,one_time,success,none,0,0.63,4,1,419,0
TX002895,C00783,2843.9,UPI,new,monthly,failed,bank_timeout,0,0.66,310,1,440,0
TX002896,C01612,1009.46,CARD,new,one_time,failed,insufficient_funds,1,0.94,141,0,1387,0
TX002897,C01981,404.25,UPI,returning,monthly,success,none,0,0.75,200,1,1453,0
TX002898,C01878,10899.48,NETBANKING,returning,monthly,success,none,0,0.65,16,0,10,0
TX002899,C02390,415.41,NETBANKING,returning,monthly,failed,bank_timeout,1,0.54,123,1,967,1
TX002900,C00606,1034.6,NETBANKING,new,one_time,success,none,0,0.94,112,1,449,0
TX002901,C01523,1498.2,NETBANKING,returning,monthly,success,none,0,0.71,205,1,354,0
TX002902,C02402,1395.29,CARD,returning,one_time,failed,bank_timeout,1,0.54,84,0,879,0
TX002903,C02590,924.48,UPI,returning,one_time,success,none,0,0.73,97,1,171,0
TX002904,C01854,928.63,UPI,returning,monthly,failed,network_error,0,0.85,176,0,1343,1
TX002905,C01956,887.64,UPI,new,monthly,success,none,0,0.6,208,1,490,0
TX002906,C02593,401.68,UPI,returning,monthly,success,none,0,0.84,203,1,1331,0
TX002907,C01875,7594.63,UPI,returning,one_time,success,none,0,0.69,120,1,163,0
TX002908,C02847,899.65,CARD,new,monthly,failed,bank_timeout,0,0.57,249,0,1164,1
TX002909,C00383,1876.64,CARD,returning,one_time,failed,card_declined,1,0.76,48,1,70,0
TX002910,C01044,811.44,WALLET,returning,monthly,success,none,0,0.93,155,1,635,0
TX002911,C00337,796.89,UPI,new,one_time,success,none,0,0.73,355,1,295,0
TX002912,C00272,727.85,CARD,new,monthly,success,none,0,0.6,219,1,1339,0
TX002913,C01416,271.82,CARD,new,yearly,success,none,0,0.73,55,1,466,0
TX002914,C00678,949.03,WALLET,returning,one_time,failed,bank_timeout,2,0.75,225,1,34,0
TX002915,C01222,760.28,CARD,returning,yearly,success,none,0,0.76,297,1,1054,0
TX002916,C01314,3147.53,UPI,returning,monthly,failed,expired_card,0,0.75,121,1,61,0
TX002917,C01863,373.52,UPI,new,monthly,success,none,0,0.81,71,0,1110,0
TX002918,C02838,652.34,WALLET,returning,monthly,failed,card_declined,1,0.82,107,1,1031,1
TX002919,C02549,488.53,CARD,returning,one_time,failed,insufficient_funds,0,0.7,275,1,1078,0
TX002920,C01135,4016.95,NETBANKING,new,one_time,failed,bank_timeout,1,0.67,243,1,288,1
TX002921,C00977,501.46,CARD,new,one_time,success,none,0,0.76,236,1,1027,0
TX002922,C02313,1819.05,CARD,returning,monthly,success,none,0,0.94,83,1,1493,0
TX002923,C00371,2625.81,CARD,returning,one_time,success,none,0,0.75,22,1,268,0
TX002924,C01622,961.5,NETBANKING,returning,monthly,failed,card_declined,0,0.69,23,1,794,0
TX002925,C01270,317.62,NETBANKING,returning,yearly,success,none,0,0.81,180,1,499,0
TX002926,C00549,321.26,UPI,new,monthly,success,none,0,0.56,20,1,215,0
TX002927,C01850,2377.46,UPI,new,one_time,success,none,0,0.55,343,0,138,0
TX002928,C00963,352.65,UPI,returning,monthly,success,none,0,0.77,122,0,1431,0
TX002929,C00557,1560.6,UPI,returning,one_time,failed,insufficient_funds,2,0.77,198,0,1172,1
TX002930,C01960,1215.5,NETBANKING,new,monthly,success,none,0,0.64,356,1,464,0
TX002931,C00523,1539.82,NETBANKING,returning,one_time,success,none,0,0.81,180,1,351,0
TX002932,C02019,1676.44,UPI,returning,one_time,success,none,0,0.75,180,1,422,0
TX002933,C00487,473.28,UPI,new,yearly,success,none,0,0.74,29,1,434,0
TX002934,C01305,455.79,UPI,new,one_time,success,none,0,0.82,115,1,198,0
TX002935,C02424,2086.9,NETBANKING,returning,one_time,success,none,0,0.75,28,1,828,0
TX002936,C00686,622.4,CARD,returning,one_time,success,none,0,0.75,244,1,1347,0
TX002937,C02303,100.0,UPI,new,one_time,success,none,0,0.49,175,1,1106,0
TX002938,C02166,1966.24,UPI,returning,monthly,success,none,0,0.77,52,1,1146,0
